10	20058843	20237731	2	2	0	0	11	13
10	23785274	23785575	2	2	1	9	1	68
10	23785678	23785901	2	2	1	17	0	73
10	23786005	23786763	2	2	1	1	0	62
10	23786881	23786993	2	2	1	19	0	51
10	23787045	23787155	2	2	1	19	0	31
10	23867268	23869528	1	1	1	3	0	6
10	24915780	24916027	2	2	1	24	0	25
10	28496946	28498342	1	1	0	1	0	17
10	30608424	30610316	2	2	1	2	0	22
10	40289470	40290117	2	2	1	3	0	73
10	58233405	58237494	1	1	0	0	2	38
10	61686479	61689773	1	1	1	1	0	35
10	62429835	62430470	2	2	1	4	0	51
10	62640007	62640446	2	2	1	1	0	63
10	62647202	62651024	2	2	1	0	1	3
10	63057990	63058110	2	4	0	3	0	75
10	63315844	63316706	1	1	0	14	0	33
10	63316803	63317279	1	1	1	13	0	22
10	66663525	66667422	2	2	0	0	1	20
10	67013787	67014901	2	2	1	3	0	68
10	72825374	72978024	1	1	0	5	0	13
10	75436228	75436875	1	1	1	1	1	30
10	75436919	75438056	1	1	1	1	1	47
10	75438212	75439853	1	1	1	12	0	73
10	75519461	75532176	1	1	1	2	0	62
10	75771507	75772737	2	2	1	14	0	36
10	75772914	75773215	2	2	1	1	0	30
10	75832095	75832394	2	2	1	1	0	23
10	75859544	75859686	2	2	1	4	0	21
10	75859860	75860060	2	2	1	5	0	72
10	75936446	75937306	1	1	1	6	0	15
10	75937455	75937574	1	1	1	10	0	70
10	76588166	76589225	1	1	1	7	0	51
10	77054271	77054783	2	2	1	20	0	69
10	77138094	77142834	2	2	0	1	0	12
10	77645980	77661759	1	1	0	1	0	12
10	78400985	78401849	2	2	1	6	0	29
10	79979754	79983909	2	2	1	1	0	27
10	80055120	80055922	1	1	1	17	0	25
10	80055948	80056039	1	1	1	17	0	25
10	80056100	80056185	1	1	1	5	0	16
10	80128101	80129909	1	1	0	1	0	50
10	80145308	80145422	1	1	1	12	1	53
10	80253784	80254839	1	1	1	19	0	69
10	80258458	80258939	2	2	1	1	0	53
10	80259245	80259600	2	2	1	2	0	18
10	80259665	80259767	2	2	1	6	0	65
10	80292484	80292774	1	1	1	15	1	16
10	80292861	80293641	1	1	1	16	2	51
10	80293877	80293966	1	1	1	3	0	54
10	80403156	80404135	2	2	1	16	0	69
10	80584064	80584142	2	2	1	4	0	8
10	80828383	80828460	1	1	1	1	0	4
10	80828797	80828870	1	1	1	2	0	22
10	80853830	80854617	2	2	1	1	0	11
10	80854709	80855180	2	2	1	1	0	13
10	80900551	80900623	2	2	1	5	0	25
10	81273390	81273648	2	2	1	2	0	47
10	81273696	81273802	2	2	1	2	0	7
10	81333411	81361211	1	1	0	1	0	12
10	82227592	82227798	2	2	1	1	0	11
10	86691129	86691628	2	2	1	1	0	38
10	86691749	86692139	2	2	1	8	0	28
10	87441639	87484113	2	2	0	0	1	32
10	87581964	87583531	1	1	1	12	0	73
10	87583952	87583993	0	0	0	3	0	42
10	87864888	87913618	1	1	1	8	0	42
10	87913801	87915297	1	1	1	2	0	42
10	87913801	87930674	1	1	1	20	0	41
10	87915350	87930674	1	1	1	2	0	52
10	87923827	87930674	1	1	0	3	0	15
10	88472985	88475425	2	2	1	1	0	43
10	91117324	91118043	2	2	1	1	0	64
10	93483067	93484662	1	1	1	1	0	68
10	93583531	93584029	2	2	1	2	0	40
10	95490413	95493630	2	2	1	8	0	21
10	108253496	108259755	1	1	1	2	0	71
10	111491138	111492086	1	1	1	2	3	61
10	111492159	111492841	1	1	1	2	3	9
10	117061411	117061504	2	2	1	1	0	20
10	117277363	117287825	2	2	0	0	2	30
10	120217610	120220750	1	1	1	1	0	34
10	120220785	120222005	1	1	1	1	0	34
10	120222124	120223836	1	1	1	7	0	46
10	120223883	120224619	1	1	1	11	0	46
10	125740133	125740210	0	0	0	5	0	42
10	127902415	127903577	1	1	1	0	2	6
10	128048368	128048492	1	1	1	8	0	69
10	128086197	128086297	1	1	1	5	0	50
10	128118656	128118954	1	1	1	5	0	25
10	128119021	128119269	1	1	1	5	0	31
10	128491034	128492058	2	2	1	2	0	56
10	128492137	128492228	2	2	1	4	0	74
10	128492403	128492601	2	2	1	12	1	21
10	128548430	128548657	2	2	1	46	1	25
10	128548681	128548948	2	2	1	22	1	23
10	128558972	128559061	2	2	1	2	0	40
10	128624637	128625206	2	2	1	40	0	74
10	128625248	128625280	0	0	0	3	0	35
10	128625338	128626062	2	2	1	13	0	70
10	128626241	128626475	2	2	1	1	0	11
10	128911870	128911967	1	1	1	5	0	40
10	128912064	128912160	1	1	1	2	0	12
10	128958956	128960440	2	2	1	8	0	18
11	4048949	4049078	2	2	0	1	0	28
11	4702221	4704156	2	2	1	2	0	11
11	5872419	5872669	2	2	1	2	0	59
11	5900871	5901123	1	1	0	1	0	48
11	6419286	6419477	1	1	1	8	0	16
11	16501808	16504735	2	2	1	1	0	26
11	16504839	16506372	2	2	1	8	9	49
11	16506473	16508103	2	2	1	7	0	28
11	16860252	16862945	1	1	1	3	0	26
11	16883614	16887140	1	1	1	3	0	22
11	18288391	18334243	1	1	0	0	1	13
11	21322130	21323198	2	2	1	10	0	64
11	21557569	21558461	2	2	1	19	0	26
11	23002931	23003136	1	1	1	3	0	8
11	23625123	23628872	2	2	1	2	0	4
11	29546030	29546290	2	2	1	10	1	34
11	30143178	30144105	2	2	1	2	0	62
11	30842121	30843506	1	1	1	1	0	57
11	30843589	30845179	1	1	1	1	0	11
11	30931849	30934671	2	2	1	8	0	8
11	32283802	32283923	1	1	1	0	10	67
11	32284129	32284262	1	1	1	28	100	73
11	32284427	32297242	2	4	0	0	1	59
11	32296619	32296740	1	1	1	0	10	67
11	32296946	32297079	1	1	1	35	101	73
11	33152853	33153985	2	2	1	2	0	66
11	43420409	43421106	2	2	1	5	0	60
11	43421266	43422892	2	2	1	1	0	49
11	46671019	46676309	2	2	1	2	0	37
11	46676347	46677205	2	2	1	1	0	37
11	48804297	48805544	1	1	1	3	0	62
11	50071422	50085740	1	1	1	3	0	41
11	50095981	50099245	1	1	1	1	0	6
11	50099340	50104548	1	1	1	1	0	42
11	50307663	50308309	2	2	1	1	0	28
11	51601010	51601224	2	2	0	2	0	53
11	51601479	51602592	2	2	1	2	0	33
11	52246122	52246513	1	3	0	1	0	39
11	52376544	52376647	1	1	1	2	0	20
11	53261816	53262263	2	2	1	1	0	29
11	53262426	53262879	2	2	1	1	0	14
11	53429151	53430535	2	2	1	21	0	70
11	54869953	54870188	1	1	1	4	0	19
11	54979522	54981615	2	2	1	1	0	18
11	55126837	55147799	2	2	0	1	0	12
11	55395614	55395800	2	2	1	2	0	52
11	55395950	55398547	2	2	1	1	0	41
11	55446785	55450456	2	2	1	12	0	61
11	55450626	55454880	2	2	1	1	0	24
11	58319955	58322599	2	2	1	2	0	13
11	58322730	58323269	2	2	1	3	0	7
11	58889118	58889348	0	0	0	4	0	45
11	59204758	59205648	1	1	1	1	0	37
11	59970876	59971183	2	2	1	17	0	40
11	59971259	59974067	2	2	1	1	0	51
11	59974180	59976838	2	2	1	1	0	72
11	60789317	60789595	2	2	1	1	0	59
11	61853359	61854486	2	2	1	2	0	11
11	62319543	62320995	2	2	1	1	0	53
11	62384843	62389690	2	2	1	1	0	35
11	62389793	62390978	2	2	1	1	0	13
11	62410934	62419597	2	2	1	1	0	60
11	62552422	62552877	1	1	0	0	1	18
11	62552650	62552877	1	1	0	0	1	18
11	68020999	68109276	1	1	1	1	0	59
11	68903320	68904364	1	1	1	9	0	70
11	68973274	68973440	2	2	1	0	2	4
11	69667618	69667694	2	2	1	5	0	24
11	69667775	69668021	2	2	1	5	0	45
11	69673637	69674046	2	2	1	6	0	50
11	69839269	69839365	1	1	1	1	0	63
11	70056114	70056236	1	1	1	1	0	70
11	70057371	70057486	1	1	1	1	0	21
11	70238471	70238937	2	2	1	1	0	40
11	70239015	70239655	2	2	1	1	0	32
11	70527324	70527436	1	1	1	7	0	17
11	70644251	70648344	1	1	0	1	0	13
11	70652222	70652786	2	2	1	5	0	53
11	70662071	70662213	1	1	1	3	0	40
11	70662273	70662362	1	1	1	2	0	52
11	70973076	70973801	1	1	1	10	0	24
11	70973914	70974068	1	1	1	4	0	10
11	70975041	70977657	1	1	1	3	0	35
11	75199675	75199820	2	2	0	4	0	74
11	75410394	75410833	2	2	1	5	0	27
11	75411045	75413906	2	2	1	1	0	8
11	75508970	75509134	1	1	1	8	0	26
11	75599737	75599789	2	2	0	0	1	20
11	75631529	75644722	2	2	0	0	2	12
11	78180998	78181153	2	2	1	23	0	60
11	78181224	78181416	2	2	1	10	0	55
11	78181594	78182802	2	2	1	0	13	54
11	78261918	78262698	1	1	1	19	0	53
11	78500848	78501573	1	1	1	26	0	66
11	78501925	78502137	1	1	1	67	1	47
11	78538963	78539959	1	1	1	2	0	8
11	78540999	78541360	1	1	1	1	0	13
11	78965855	78965997	2	2	1	3	0	74
11	80471595	80471709	1	1	1	8	0	40
11	83292098	83294520	1	1	0	1	0	48
11	83704943	83706067	1	1	1	11	0	60
11	83747124	83749232	1	1	1	34	0	74
11	83749334	83752493	1	1	1	125	0	72
11	84836725	84837840	2	2	1	2	0	37
11	84840176	84840260	2	2	1	2	0	29
11	86011759	86106515	1	1	0	0	2	14
11	87737669	87738166	1	1	1	1	0	25
11	93950047	93951899	2	2	1	1	0	12
11	93952013	93952799	2	2	1	18	0	51
11	94343776	94345946	2	2	1	6	0	42
11	95274364	95274452	0	0	0	3	0	67
11	95389207	95390277	1	1	1	8	0	67
11	95678147	95679693	1	1	1	0	11	10
11	96073219	96073522	2	2	1	11	0	48
11	96073702	96073961	2	2	1	13	0	26
11	96074040	96074986	2	2	1	1	0	34
11	96075034	96075556	2	2	1	1	0	47
11	97711280	97712436	1	1	1	2	0	23
11	97712532	97713392	1	1	1	3	0	31
11	97778165	97778264	2	2	1	19	0	53
11	97778379	97781333	2	2	1	4	1	56
11	97781463	97781805	2	2	1	1	0	48
11	98029886	98030270	1	1	1	1	1	46
11	100320161	100320665	1	1	1	4	0	63
11	100320830	100320947	1	1	1	15	1	60
11	100321050	100321316	1	1	1	4	0	17
11	101288982	101289782	2	2	1	5	0	20
11	101292043	101294408	1	1	1	0	1	3
11	101442806	101443500	1	1	1	4	0	42
11	101443671	101445219	1	1	1	0	5	52
11	101445331	101445438	1	1	1	4	0	66
11	101458880	101458977	0	0	0	7	0	62
11	102403714	102403790	2	2	1	15	0	41
11	102403873	102404030	2	2	1	18	0	26
11	103064868	103065747	1	1	1	9	0	43
11	104445828	104467638	2	2	0	3	0	12
11	104467753	104469417	2	2	0	3	0	23
11	106262503	106262580	1	1	1	4	0	17
11	106262692	106262796	1	1	1	4	0	27
11	106755052	106761182	1	1	1	1	0	11
11	108395408	108395815	1	1	1	1	0	39
11	108407480	108409130	1	1	1	7	0	67
11	108412193	108414239	1	1	1	61	0	64
11	109981055	109981677	2	2	1	3	0	42
11	114668815	114668905	1	1	1	4	0	7
11	114668967	114671733	1	1	1	4	13	61
11	114671857	114672264	1	1	1	8	1	53
11	115415880	115416014	2	2	1	19	0	49
11	115416078	115416852	2	2	1	22	1	54
11	115416925	115417838	2	2	1	1	9	74
11	115418517	115419891	2	2	1	2	0	41
11	116132557	116132742	2	2	1	6	0	50
11	116837764	116838989	2	2	1	9	0	44
11	117077203	117078775	1	1	1	1	0	72
11	120099066	120099147	1	1	1	6	0	36
11	120099259	120100173	1	1	1	6	0	3
11	120100412	120100443	0	0	0	5	1	67
11	120569073	120569345	2	2	0	1	0	45
11	120725608	120725737	2	2	1	2	0	23
11	120725856	120725941	2	2	1	1	0	38
11	121611749	121616927	1	1	1	1	0	26
12	7983982	7985285	1	1	1	2	0	13
12	7985411	7986091	1	1	1	1	0	13
12	8002257	8003255	1	1	1	1	0	17
12	8511465	8521144	1	1	0	2	0	53
12	8936083	8936696	1	1	1	1	0	58
12	8936796	8938116	1	1	1	3	0	73
12	21319932	21321333	1	1	1	6	0	42
12	21321456	21323288	1	1	1	1	0	26
12	28631194	28631623	2	2	1	19	2	61
12	30958905	30959803	1	1	1	9	0	5
12	32827096	32827163	0	0	0	5	0	53
12	41703758	41954980	1	1	1	2	0	9
12	52302802	52305797	1	1	1	2	0	30
12	52305881	52310701	1	1	1	1	0	58
12	55414499	55418236	1	1	1	5	0	66
12	55490860	55491119	2	2	1	2	0	70
12	59146958	59147851	1	1	1	1	0	72
12	69157822	69158660	2	2	1	43	1	73
12	69158761	69158996	2	2	1	9	1	70
12	69183166	69183982	2	2	1	12	0	21
12	70993081	70993505	1	1	1	10	0	53
12	70993571	70994350	1	1	1	20	0	65
